Range;class;model;precision;recall;f1_score;roc_auc;accuracy;номер комбинации;RSI__h_bound;RSI__period;SMA__ma_long;SMA__ma_longest;SMA__ma_short;EMA__ema_long;EMA__ema_longest;EMA__ema_short;RSIEMA__h_bound;RSIEMA__period;ROC__roc_high;ROC__roc_low;MOM__mom_high;MOM__mom_low;STOCH__stoch_d;STOCH__stoch_k;STOCH__stoch_period;SHIFT1__num_shifts;SHIFT2__num_shifts;CORRELATION_REMOVER__threshold;DEPENDENCIES_REMOVER__correlation_threshold;DATAPREPROCESSOR__apply_balancing;DATAPREPROCESSOR__apply_scaling;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
0,03;0;RandomForestClassifier;0.3956256030878096;0.410958904109589;0.4031465093411996;0.49784384596335374;0.5127759197324415;8;70;21;21;200;13;34;134;13;80;13;14;9;14;5;5;8;5;5;1;0.01;0.5;FALSE;FALSE;100;2;2;log2;10
0,03;1;RandomForestClassifier;0.5961978928080623;0.5807675145024542;0.588381555153707;0.5021561540366463;0.5127759197324415;8;70;21;21;200;13;34;134;13;80;13;14;9;14;5;5;8;5;5;1;0.01;0.5;FALSE;FALSE;100;2;2;log2;10
0,03;0;RandomForestClassifier;0.363859864781807;0.39558970932175075;0.3790619497358732;0.5143082259617227;0.48107023411371236;9;70;13;34;200;8;34;200;13;70;13;14;9;14;5;5;5;3;5;1;0.01;0.3;FALSE;FALSE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.5714285714285714;0.5381526104417671;0.5542916235780765;0.48569177403827735;0.48107023411371236;9;70;13;34;200;8;34;200;13;70;13;14;9;14;5;5;5;3;5;1;0.01;0.3;FALSE;FALSE;100;10;4;log2;10
0,03;0;RandomForestClassifier;1.0;0.0003341129301703976;0.0006680026720106881;0.4288545204316542;0.5997324414715719;10;70;21;21;200;8;34;200;5;70;8;14;5;21;5;3;8;5;5;3;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.5996788868075997;1.0;0.7497490799598528;0.5711454795683458;0.5997324414715719;10;70;21;21;200;8;34;200;5;70;8;14;5;21;5;3;8;5;5;3;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.4119196575567995;0.4179752756431674;0.41492537313432837;0.47519054947935185;0.5280267558528428;11;70;13;34;200;13;21;134;5;80;21;14;5;21;14;3;8;3;3;1;0.03;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.6074808472284813;0.6015171798304328;0.6044843049327354;0.5248094505206482;0.5280267558528428;11;70;13;34;200;13;21;134;5;80;21;14;5;21;14;3;8;3;3;1;0.03;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.4153846153846154;0.01804209822920147;0.0345821325648415;0.4463713710691599;0.5966555183946488;12;70;21;21;200;13;34;134;5;80;21;14;9;14;5;5;5;5;3;3;0.01;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.599863852961198;0.9830432842481035;0.7450748287816015;0.5536286289308401;0.5966555183946488;12;70;21;21;200;13;34;134;5;80;21;14;9;14;5;5;5;5;3;3;0.01;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.4100642398286938;0.5118610090210491;0.45534254718383116;0.49779736684421916;0.5096989966555184;13;70;21;21;200;5;34;200;13;80;21;14;5;14;5;5;8;3;5;3;0.01;0.3;FALSE;TRUE;300;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.6092538111794598;0.5082552431950023;0.5541904877752099;0.5022026331557808;0.5096989966555184;13;70;21;21;200;5;34;200;13;80;21;14;5;14;5;5;8;3;5;3;0.01;0.3;FALSE;TRUE;300;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.35760291234948194;0.4266622118275977;0.3890920170627666;0.5304970857927758;0.4635451505016722;14;70;13;34;200;8;34;134;13;70;8;21;5;21;14;5;8;5;8;3;0.01;0.3;FALSE;TRUE;300;2;1;log2;10
0,03;1;RandomForestClassifier;0.5604508196721312;0.48817492190986167;0.521822084426425;0.46950291420722434;0.4635451505016722;14;70;13;34;200;8;34;134;13;70;8;21;5;21;14;5;8;5;8;3;0.01;0.3;FALSE;TRUE;300;2;1;log2;10
0,03;0;RandomForestClassifier;0.36741573033707864;0.43701971266288003;0.3992064703189379;0.518263013817903;0.47331103678929765;15;70;13;34;200;8;21;200;5;80;8;14;5;14;5;5;13;3;3;1;0.01;0.3;FALSE;FALSE;300;5;1;log2;10
0,03;1;RandomForestClassifier;0.5696040868454662;0.49754573850959394;0.5311420745504347;0.48173698618209704;0.47331103678929765;15;70;13;34;200;8;21;200;5;80;8;14;5;14;5;5;13;3;3;1;0.01;0.3;FALSE;FALSE;300;5;1;log2;10
0,03;0;RandomForestClassifier;0.44047619047619047;0.012362178416304711;0.024049398765030875;0.41630038735332614;0.5982608695652174;16;70;13;34;200;5;21;200;13;80;8;21;9;21;14;3;8;5;8;3;0.01;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.6000541198755243;0.9895136099955377;0.7470731912743199;0.5836996126466738;0.5982608695652174;16;70;13;34;200;5;21;200;13;80;8;21;9;21;14;3;8;5;8;3;0.01;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.4700854700854701;0.018376211159371866;0.03536977491961415;0.4358017137414043;0.5986622073578596;17;70;13;21;200;8;21;134;13;70;21;21;9;14;5;3;5;5;3;1;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,03;1;RandomForestClassifier;0.6007067137809188;0.9861668897813476;0.7466216216216216;0.5641982862585957;0.5986622073578596;17;70;13;21;200;8;21;134;13;70;21;21;9;14;5;3;5;5;3;1;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,03;0;RandomForestClassifier;0.4536928487690504;0.25860340795188774;0.32943179399872313;0.42912437514098417;0.5784615384615385;18;70;21;21;200;5;21;200;5;70;13;14;5;14;5;3;13;5;8;1;0.03;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.6153579476512394;0.7920571173583222;0.6926153545995513;0.5708756248590159;0.5784615384615385;18;70;21;21;200;5;21;200;5;70;13;14;5;14;5;3;13;5;8;1;0.03;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.4647249190938511;0.23989308386234548;0.31643895989422655;0.43109192906309873;0.5850167224080267;19;70;13;34;200;8;21;200;13;70;8;14;9;14;5;3;8;5;3;3;0.03;0.8;FALSE;FALSE;200;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.6163575042158516;0.8154841588576528;0.7020745293891664;0.5689080709369012;0.5850167224080267;19;70;13;34;200;8;21;200;13;70;8;14;9;14;5;3;8;5;3;3;0.03;0.8;FALSE;FALSE;200;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.38832163369495853;0.4066154360173739;0.39725803819161093;0.5108755175134961;0.5059531772575251;20;70;13;21;200;8;21;200;5;80;8;21;5;21;14;5;8;3;8;3;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.5908776779543884;0.572289156626506;0.5814348860931656;0.489124482486504;0.5059531772575251;20;70;13;21;200;8;21;200;5;80;8;21;5;21;14;5;8;3;8;3;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.41329384666008556;0.41964584029401936;0.41644562334217505;0.47610041457734265;0.5290969899665552;21;70;13;34;200;8;21;134;5;80;8;21;9;21;5;5;13;3;8;3;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,03;1;RandomForestClassifier;0.6084310189359784;0.6021865238732709;0.6052926665171563;0.5238995854226574;0.5290969899665552;21;70;13;34;200;8;21;134;5;80;8;21;9;21;5;5;13;3;8;3;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,03;0;RandomForestClassifier;0.4281967213114754;0.43635148680253927;0.4322356445474102;0.46873140555688986;0.5410033444816054;22;70;13;34;200;13;21;200;13;80;13;21;9;14;14;5;8;3;5;1;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,03;1;RandomForestClassifier;0.6187570621468926;0.6108879964301651;0.614797350398563;0.5312685944431101;0.5410033444816054;22;70;13;34;200;13;21;200;13;80;13;21;9;14;14;5;8;3;5;1;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,03;0;RandomForestClassifier;0.40541286937310134;0.49047778149014365;0.44390686422739645;0.5018049701870182;0.5079598662207357;23;70;21;34;200;13;34;134;13;80;13;21;9;14;5;5;5;5;5;1;0.01;0.3;FALSE;TRUE;300;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.6043072132848988;0.5196340919232485;0.5587811900191939;0.4981950298129817;0.5079598662207357;23;70;21;34;200;13;34;134;13;80;13;21;9;14;5;5;5;5;5;1;0.01;0.3;FALSE;TRUE;300;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.3622480146609652;0.39625793518209157;0.3784905058241583;0.5343150081112958;0.4789297658862876;24;70;13;34;200;13;34;200;5;80;13;14;5;21;14;3;13;3;8;3;0.01;0.5;FALSE;FALSE;100;2;1;log2;10
0,03;1;RandomForestClassifier;0.5698643180195192;0.5341365461847389;0.5514223194748359;0.46568499188870416;0.4789297658862876;24;70;13;34;200;13;34;200;5;80;13;14;5;21;14;3;13;3;8;3;0.01;0.5;FALSE;FALSE;100;2;1;log2;10
0,03;0;RandomForestClassifier;0.4722222222222222;0.05111927831607083;0.09225203497135966;0.44812930304579496;0.597190635451505;25;70;21;21;200;8;21;200;13;70;8;14;9;21;14;5;13;5;3;3;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.6028527478674311;0.9618473895582329;0.7411673686925127;0.551870696954205;0.597190635451505;25;70;21;21;200;8;21;200;13;70;8;14;9;21;14;5;13;5;3;3;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.42012032085561496;0.4199799532241898;0.42005012531328323;0.47327748831760197;0.5356521739130434;26;70;13;34;200;8;21;134;5;70;21;14;5;21;5;5;8;5;8;1;0.03;0.5;FALSE;FALSE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.6127593129600714;0.6128960285586792;0.6128276631344116;0.5267225116823979;0.5356521739130434;26;70;13;34;200;8;21;134;5;70;21;14;5;21;5;5;8;5;8;1;0.03;0.5;FALSE;FALSE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.45133053221288516;0.4306715669896425;0.44075910412036245;0.43257985723940423;0.5624080267558529;27;70;21;34;200;8;21;200;5;80;21;14;9;21;14;5;13;3;3;1;0.03;0.3;FALSE;TRUE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.6310889802987659;0.6503792949576082;0.6405889462696407;0.5674201427605957;0.5624080267558529;27;70;21;34;200;8;21;200;5;80;21;14;9;21;14;5;13;3;3;1;0.03;0.3;FALSE;TRUE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.43422387554954345;0.4290010023387905;0.43159663865546216;0.4572239658414629;0.5475585284280936;28;70;13;21;200;5;34;134;5;80;8;14;5;21;14;5;8;5;5;3;0.03;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.6217352810978309;0.6267291387773315;0.6242222222222222;0.5427760341585371;0.5475585284280936;28;70;13;21;200;5;34;134;5;80;8;14;5;21;14;5;8;5;5;3;0.03;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.4331281477336318;0.25860340795188774;0.3238493723849372;0.4340040490133679;0.5676254180602006;29;70;13;21;200;8;21;134;5;80;8;14;5;14;5;5;8;3;8;1;0.03;0.8;FALSE;FALSE;100;10;4;log2;10
0,03;1;RandomForestClassifier;0.6098804500703235;0.7739848282016957;0.6822025565388398;0.565995950986632;0.5676254180602006;29;70;13;21;200;8;21;134;5;80;8;14;5;14;5;5;8;3;8;1;0.03;0.8;FALSE;FALSE;100;10;4;log2;10
0,03;0;RandomForestClassifier;0.4371887105700055;0.2639492148346141;0.32916666666666666;0.43374627067500804;0.5692307692307692;30;70;13;34;200;8;21;200;13;70;13;14;5;21;5;3;5;3;5;1;0.03;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.6113267466478476;0.7730923694779116;0.6827586206896552;0.566253729324992;0.5692307692307692;30;70;13;34;200;8;21;200;13;70;13;14;5;21;5;3;5;3;5;1;0.03;0.8;FALSE;FALSE;100;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.4473594548551959;0.43869027731373206;0.44298245614035087;0.4485989024218789;0.5582608695652174;31;70;13;21;200;13;34;134;13;70;21;14;5;21;14;5;13;3;8;1;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,03;1;RandomForestClassifier;0.6299559471365639;0.6381079875055778;0.6340057636887608;0.5514010975781211;0.5582608695652174;31;70;13;21;200;13;34;134;13;70;21;14;5;21;14;5;13;3;8;1;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,03;0;RandomForestClassifier;0.404032035349351;0.4888072168392917;0.4423949198669489;0.49988687720403086;0.5066220735785953;32;70;21;21;200;8;34;134;13;80;8;14;9;21;5;5;5;3;5;1;0.01;0.3;FALSE;TRUE;100;2;1;log2;10
0,03;1;RandomForestClassifier;0.6030098598858329;0.5185185185185185;0.5575815738963532;0.5001131227959691;0.5066220735785953;32;70;21;21;200;8;34;134;13;80;8;14;9;21;5;5;5;3;5;1;0.01;0.3;FALSE;TRUE;100;2;1;log2;10
0,03;0;RandomForestClassifier;0.39568345323741005;0.3859004343468092;0.39073071718538566;0.4913230529125448;0.5181270903010033;33;70;13;34;200;8;34;134;5;70;21;14;5;14;14;3;5;5;3;3;0.01;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.5965759438103599;0.606425702811245;0.601460500110644;0.5086769470874551;0.5181270903010033;33;70;13;34;200;8;34;134;5;70;21;14;5;14;14;3;5;5;3;3;0.01;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.45574120156416636;0.4283327764784497;0.44161212538753014;0.4290370823607009;0.5662876254180602;34;70;21;21;200;8;34;200;5;70;13;14;5;21;5;5;8;5;5;3;0.03;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.632990132990133;0.6584114234716645;0.6454505686789151;0.5709629176392991;0.5662876254180602;34;70;21;21;200;8;34;200;5;70;13;14;5;21;5;5;8;5;5;3;0.03;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.46938775510204084;0.015369194787838289;0.029763830475574248;0.45698583024230416;0.5987959866220736;35;70;13;34;200;5;21;200;13;80;13;21;9;14;14;3;8;5;3;3;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,03;1;RandomForestClassifier;0.6005151145452081;0.9883980365908077;0.7471118981364364;0.5430141697576958;0.5987959866220736;35;70;13;34;200;5;21;200;13;80;13;21;9;14;14;3;8;5;3;3;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,03;0;RandomForestClassifier;0.4379973474801061;0.44136318075509523;0.43967382259943416;0.45499952812698613;0.5495652173913044;36;70;13;21;200;5;21;200;5;70;8;14;9;21;14;5;13;3;5;1;0.03;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.6250280331912985;0.6218206157965194;0.6234201990828766;0.5450004718730138;0.5495652173913044;36;70;13;21;200;5;21;200;5;70;8;14;9;21;14;5;13;3;5;1;0.03;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.5925925925925926;0.0053458068827263614;0.010596026490066225;0.44127834797630583;0.6002675585284281;37;70;13;21;200;13;21;134;13;70;13;21;5;21;5;5;8;3;5;3;0.01;0.8;FALSE;FALSE;200;5;1;sqrt;10
0,03;1;RandomForestClassifier;0.6002953813104189;0.9975457385095939;0.7495389773679799;0.5587216520236941;0.6002675585284281;37;70;13;21;200;13;21;134;13;70;13;21;5;21;5;5;8;3;5;3;0.01;0.8;FALSE;FALSE;200;5;1;sqrt;10
0,03;0;RandomForestClassifier;0.4211590296495957;0.417641162712997;0.4193927193423922;0.47514660490721095;0.5369899665551839;38;70;21;34;200;5;21;200;13;70;21;21;9;21;5;3;8;5;3;1;0.03;0.5;FALSE;FALSE;300;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.613268249389838;0.6166889781347613;0.6149738569362554;0.5248533950927889;0.5369899665551839;38;70;21;34;200;5;21;200;13;70;21;21;9;21;5;3;8;5;3;1;0.03;0.5;FALSE;FALSE;300;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.43030712116098546;0.4259939859672569;0.4281396910678308;0.45405138391484046;0.5443478260869565;39;70;13;21;200;5;21;200;13;70;13;21;5;21;14;3;5;3;3;3;0.03;0.3;FALSE;FALSE;100;10;4;sqrt;10
0,03;1;RandomForestClassifier;0.6192375886524822;0.6233824185631415;0.6213030909495219;0.5459486160851597;0.5443478260869565;39;70;13;21;200;5;21;200;13;70;13;21;5;21;14;3;5;3;3;3;0.03;0.3;FALSE;FALSE;100;10;4;sqrt;10
0,03;0;RandomForestClassifier;0.37785234899328857;0.37621115937186766;0.3770299681901892;0.5018403047539305;0.5022073578595317;40;70;13;34;200;8;34;200;13;70;13;21;9;21;14;5;8;5;3;3;0.01;0.5;FALSE;TRUE;300;2;2;sqrt;10
0,03;1;RandomForestClassifier;0.5846496106785317;0.5863453815261044;0.5854962682410605;0.4981596952460695;0.5022073578595317;40;70;13;34;200;8;34;200;13;70;13;21;9;21;14;5;8;5;3;3;0.01;0.5;FALSE;TRUE;300;2;2;sqrt;10
0,03;0;RandomForestClassifier;0.4328530259365994;0.2509188105579686;0.3176818950930626;0.4395466560156056;0.568428093645485;41;70;13;34;200;5;34;200;13;80;21;14;9;14;14;5;13;3;8;1;0.03;0.8;FALSE;TRUE;100;10;1;sqrt;10
0,03;1;RandomForestClassifier;0.6094076655052265;0.7804551539491299;0.6844061827431032;0.5604533439843944;0.568428093645485;41;70;13;34;200;5;34;200;13;80;21;14;9;14;14;5;13;3;8;1;0.03;0.8;FALSE;TRUE;100;10;1;sqrt;10
0,03;0;RandomForestClassifier;0.3800602208096353;0.37955228867357166;0.379806084921431;0.5057763071441574;0.5036789297658862;42;70;13;34;200;8;21;134;13;70;21;14;9;21;5;3;5;5;3;1;0.01;0.5;FALSE;FALSE;200;2;4;sqrt;10
0,03;1;RandomForestClassifier;0.5860454748105216;0.5865684962070504;0.5863068688670829;0.49422369285584256;0.5036789297658862;42;70;13;34;200;8;21;134;13;70;21;14;9;21;5;3;5;5;3;1;0.01;0.5;FALSE;FALSE;200;2;4;sqrt;10
0,03;0;RandomForestClassifier;0.43645484949832775;0.4360173738723689;0.43623600200568274;0.45715948398412304;0.54876254180602;43;70;13;21;200;8;21;134;13;70;8;14;9;21;14;3;13;5;3;1;0.03;0.3;FALSE;TRUE;100;5;2;sqrt;10
0,03;1;RandomForestClassifier;0.623634336677815;0.6240517626059795;0.6238429798148768;0.542840516015877;0.54876254180602;43;70;13;21;200;8;21;134;13;70;8;14;9;21;14;3;13;5;3;1;0.03;0.3;FALSE;TRUE;100;5;2;sqrt;10
0,03;0;RandomForestClassifier;0.39054054054054055;0.38623454727697965;0.3883756089366706;0.49566230918402054;0.5129096989966555;44;70;13;34;200;13;34;134;13;70;21;14;9;14;5;3;5;5;8;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,03;1;RandomForestClassifier;0.5931339977851606;0.5975011155734047;0.5953095476269867;0.5043376908159796;0.5129096989966555;44;70;13;34;200;13;34;134;13;70;21;14;9;14;5;3;5;5;8;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,03;0;RandomForestClassifier;0.455638034641216;0.4306715669896425;0.44280316042597045;0.4315661875329212;0.5660200668896321;45;70;21;21;200;13;21;134;13;70;21;21;9;21;5;3;13;5;8;1;0.03;0.3;FALSE;FALSE;300;5;4;sqrt;10
0,03;1;RandomForestClassifier;0.6332328885062419;0.6564033913431504;0.6446099912357581;0.5684338124670788;0.5660200668896321;45;70;21;21;200;13;21;134;13;70;21;21;9;21;5;3;13;5;8;1;0.03;0.3;FALSE;FALSE;300;5;4;sqrt;10
0,03;0;RandomForestClassifier;0.4583333333333333;0.0036752422318743734;0.007292011932383162;0.4303207558675135;0.5993311036789297;46;70;13;21;200;5;34;200;5;70;21;14;5;21;5;3;8;3;8;1;0.01;0.8;FALSE;FALSE;200;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.5997852637229902;0.997099509147702;0.7490153356239001;0.5696792441324865;0.5993311036789297;46;70;13;21;200;5;34;200;5;70;21;14;5;21;5;3;8;3;8;1;0.01;0.8;FALSE;FALSE;200;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.37320574162679426;0.4690945539592382;0.4156920799407846;0.514653222534866;0.4719732441471572;47;70;13;34;200;8;34;200;5;70;21;14;9;14;5;3;8;3;3;1;0.01;0.3;FALSE;FALSE;100;5;2;log2;10
0,03;1;RandomForestClassifier;0.57204416913547;0.4738955823293173;0.5183648566198902;0.48534677746513394;0.4719732441471572;47;70;13;34;200;8;34;200;5;70;21;14;9;14;5;3;8;3;3;1;0.01;0.3;FALSE;FALSE;100;5;2;log2;10
0,03;0;RandomForestClassifier;0.4316120027913468;0.4132976946207818;0.4222563577402287;0.46413962640479134;0.5471571906354515;48;70;21;21;200;5;34;134;13;70;8;21;5;21;5;5;13;5;8;1;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,03;1;RandomForestClassifier;0.6190062920373183;0.6365461847389559;0.6276537234627654;0.5358603735952087;0.5471571906354515;48;70;21;21;200;5;34;134;13;70;8;21;5;21;5;5;13;5;8;1;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,03;0;RandomForestClassifier;0.37017994858611825;0.4330103575008353;0.39913766553741914;0.5210190354915597;0.47799331103678927;49;70;13;21;200;13;21;134;5;70;8;21;9;14;5;5;8;5;5;1;0.01;0.3;FALSE;FALSE;100;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.5729743331655762;0.5080321285140562;0.5385525070955535;0.4789809645084403;0.47799331103678927;49;70;13;21;200;13;21;134;5;70;8;21;9;14;5;5;8;5;5;1;0.01;0.3;FALSE;FALSE;100;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.4479166666666667;0.25860340795188774;0.3278966320694768;0.4214991159649177;0.5755183946488295;50;70;21;34;200;8;34;200;13;80;21;14;5;21;5;3;8;5;5;3;0.03;0.8;FALSE;TRUE;300;2;4;log2;10
0,03;1;RandomForestClassifier;0.6138855054811205;0.7871485943775101;0.6898034998533581;0.5785008840350824;0.5755183946488295;50;70;21;34;200;8;34;200;13;80;21;14;5;21;5;3;8;5;5;3;0.03;0.8;FALSE;TRUE;300;2;4;log2;10
0,03;0;RandomForestClassifier;0.4408014571948998;0.24256598730370865;0.3129310344827586;0.4313939128828489;0.5735117056856187;51;70;13;21;200;5;34;134;5;70;13;14;9;14;14;5;13;3;8;3;0.03;0.8;FALSE;TRUE;200;10;2;sqrt;10
0,03;1;RandomForestClassifier;0.611015785861359;0.7945113788487282;0.6907856450048496;0.568606087117151;0.5735117056856187;51;70;13;21;200;5;34;134;5;70;13;14;9;14;14;5;13;3;8;3;0.03;0.8;FALSE;TRUE;200;10;2;sqrt;10
0,03;0;RandomForestClassifier;0.40622837370242215;0.39224858002004676;0.3991160972293048;0.4861769534238226;0.5270903010033445;52;70;13;21;200;8;34;200;13;70;13;21;5;14;14;5;5;5;3;3;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.6032715376226827;0.6171352074966533;0.6101246277710378;0.5138230465761774;0.5270903010033445;52;70;13;21;200;8;34;200;13;70;13;21;5;14;14;5;5;5;3;3;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.4316425932146456;0.4293351152689609;0.4304857621440536;0.4567593237411166;0.5451505016722408;53;70;13;21;200;13;21;200;5;80;8;14;9;21;5;5;8;3;3;3;0.03;0.5;FALSE;FALSE;100;10;1;sqrt;10
0,03;1;RandomForestClassifier;0.6202756780791463;0.6224899598393574;0.621380846325167;0.5432406762588834;0.5451505016722408;53;70;13;21;200;13;21;200;5;80;8;14;9;21;5;5;8;3;3;3;0.03;0.5;FALSE;FALSE;100;10;1;sqrt;10
0,03;0;RandomForestClassifier;0.41414686825054;0.5125292348813899;0.45811557413767356;0.4911476100787305;0.5145150501672241;54;70;21;34;200;13;21;134;13;80;8;14;9;21;5;3;13;5;5;3;0.01;0.3;FALSE;TRUE;200;5;1;log2;10
0,03;1;RandomForestClassifier;0.6130999734818351;0.5158411423471665;0.5602811098994305;0.5088523899212696;0.5145150501672241;54;70;21;34;200;13;21;134;13;80;8;14;9;21;5;3;13;5;5;3;0.01;0.3;FALSE;TRUE;200;5;1;log2;10
0,03;0;RandomForestClassifier;0.36363636363636365;0.010691613765452723;0.020772476468679;0.4336847706376607;0.5963879598662207;55;70;21;34;200;8;34;200;13;70;8;14;5;14;14;3;13;3;3;3;0.01;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,03;1;RandomForestClassifier;0.5991606876945986;0.9875055778670236;0.7458084084590109;0.5663152293623392;0.5963879598662207;55;70;21;34;200;8;34;200;13;70;8;14;5;14;14;3;13;3;3;3;0.01;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,03;0;RandomForestClassifier;0.46029258098223613;0.2943534914801203;0.3590788669248013;0.42889082409006407;0.5792642140468227;56;70;13;34;200;13;21;134;5;70;8;21;9;21;14;3;8;3;5;3;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,03;1;RandomForestClassifier;0.6202121920517892;0.7695225345827755;0.6868465597928906;0.5711091759099359;0.5792642140468227;56;70;13;34;200;13;21;134;5;70;8;21;9;21;14;3;8;3;5;3;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,03;0;RandomForestClassifier;0.42857142857142855;0.2716338122285332;0.3325153374233129;0.43751096750666024;0.5633444816053512;57;70;13;21;200;8;34;200;13;80;8;14;9;14;14;3;5;3;3;3;0.03;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,03;1;RandomForestClassifier;0.6091789171746146;0.7581436858545292;0.6755467196819086;0.5624890324933397;0.5633444816053512;57;70;13;21;200;8;34;200;13;80;8;14;9;14;14;3;5;3;3;3;0.03;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,03;0;RandomForestClassifier;0.45323741007194246;0.02104911460073505;0.040229885057471264;0.4271744885023258;0.5978595317725752;58;70;21;34;200;13;34;200;5;70;13;21;9;21;5;5;8;3;5;3;0.01;0.8;FALSE;TRUE;300;2;1;sqrt;10
0,03;1;RandomForestClassifier;0.6005997818974919;0.9830432842481035;0.7456422406498562;0.5728255114976742;0.5978595317725752;58;70;21;34;200;13;34;200;5;70;13;21;9;21;5;5;8;3;5;3;0.01;0.8;FALSE;TRUE;300;2;1;sqrt;10
0,03;0;RandomForestClassifier;0.3639368343738524;0.331105913798864;0.3467459762071379;0.5235946943284144;0.5004682274247492;59;70;21;34;200;5;21;134;5;70;8;21;9;14;5;3;13;3;8;3;0.01;0.5;FALSE;TRUE;100;5;2;log2;10
0,03;1;RandomForestClassifier;0.5787037037037037;0.6135653726015172;0.5956248646307126;0.4764053056715856;0.5004682274247492;59;70;21;34;200;5;21;134;5;70;8;21;9;14;5;3;13;3;8;3;0.01;0.5;FALSE;TRUE;100;5;2;log2;10
